,Theme,Genre,Title
3304,strategy game strategy gamestrategy,action,cardfight vanguard
3734,every,ecchi,le fruit de la grisaia specials fruit grisaia specials
1631,mythology school vampire,comedy fantasy,interviews monster girls demi chans ' summer break
3445,every,action adventure fantasy romance,hitsugi chaika ova
1998,mahou shoujo mahou shoujomahou school,action fantasy romance,shakugan shana movie
663,detective,adventure comedy mystery,detective conan ova stranger years
683,every,drama supernatural,project common
1257,historical martial arts martial artsmartial,action fantasy,gods
3640,harem vampire,action fantasy ecchi,strike blood special ova
317,historical love polygon love polygonlove mythology time time travel time traveltime,action adventure fantasy romance,inuyasha final act
648,long,action mystery supernatural,bungo stray dogs dead apple
1434,historical martial arts martial artsmartial samurai,action,time shura
1479,school team sports team sportsteam,sports,kuroko 's basketball ova
709,gore survival,action drama suspense,attack titan roar awakening
3430,adult cast adult castadult historical mythology,drama supernatural,onmyoji
1282,historical,comedy drama romance,psychic princess
1768,gore,action horror mystery supernatural,ajin demi human movie compel
972,school team sports team sportsteam,sports,winter cup highlights episode winter cup highlights shadow light
2675,every,adventure comedy fantasy,doraemon nobita 's great mermaid naval battle
2680,gore psychological,horror mystery supernatural suspense,higurashi cry gou
1306,time time travel time traveltime,adventure comedy,doraemon movie nobita 's dinosaur
1400,mythology,action adventure fantasy,fights break sphere nd season specials song desert
1408,isekai reincarnation,fantasy slice life slice lifeslice,farming life another world
3296,crossdressing school,comedy drama romance,otoboku maidens falling
2237,every,action fantasy,land miracles rd season
3302,gore mecha military space survival,action adventure drama horror sci fi,blue gender
1496,school team sports team sportsteam,sports,haikyuu special feature spring tournament youth
3419,super power super powersuper,comedy,heroine
2038,racing,sports,yowapeda ride
1529,adult cast adult castadult parody super power super powersuper,action comedy,one punch man season
1663,every,adventure drama romance supernatural,big fish begonia
1354,isekai,action sci fi,date live fragment date bullet
3763,every,mystery sci fi,occultic nine
3789,historical martial arts martial artsmartial,action adventure fantasy,glorious revenge ye feng
3627,long,comedy sci fi supernatural,bit sensation another layer
1643,school,adventure comedy fantasy,daily life immortal king
1051,historical martial arts martial artsmartial,action adventure fantasy,martial universe th season
795,isekai parody,comedy fantasy,konosuba god 's blessing wonderful world god 's blessing wonderful choker
2693,historical,action supernatural,donten laughing clouds gaiden chapter conspiracy military
3060,parody,comedy sci fi,haiyore nyaruko san ova haiyore nyaruko san easy way kill enemies
1597,romantic subtext romantic subtextromantic school,comedy,n't toy miss nagatoro nd attack
2604,mythology,action adventure fantasy sci fi,saint seiya heaven chapter overture
2729,school,comedy,long
2625,survival,adventure sci fi,dr stone stone wars eve battle special feature
1819,isekai,adventure comedy fantasy,handyman saitou another world
3157,every,comedy,sumikko gurashi movie pop book secret child
3314,school,comedy romance,ayumu make move
1722,every,action adventure fantasy,wrong try pick girls dungeon arrow orion
1183,military,action adventure fantasy,alderamin sky
2572,military,action drama fantasy romance,record grancrest war
1059,adult cast adult castadult detective military,action sci fi,psycho pass movie
540,every,drama mystery romance supernatural,ef tale melodies
3242,parody,comedy ecchi,haiyore nyaruko san w ova
1678,every,comedy supernatural,carnival phantasm ova
2796,combat sports combat sportscombat school,sports,ippon
3722,super power super powersuper time time travel time traveltime,comedy sci fi supernatural ecchi,punch line
3478,gag humor gag humorgag school,comedy,kill baby ova
2532,gore super power super powersuper,action horror sci fi,guyver bioboosted armor
1757,every,action adventure comedy drama,digimon adventure tri reunion
1923,mecha military,action sci fi,aldnoah zero
95,music performing arts performing artsperforming school,drama,revue starlight movie
1020,long,suspense,tomodachi game
563,anthropomorphic,fantasy romance,sacrificial princess king beasts
3312,every,comedy supernatural,great jahy defeated
2790,school visual arts visual artsvisual,comedy romance,art club problem
863,historical mythology time time travel time traveltime,action adventure fantasy romance,inuyasha movie swords honorable ruler
3646,mecha,sci fi,kotetsu shin jeeg steel jeeg kotetsushin jeeg
1484,historical time time travel time traveltime,comedy romance,nobunaga concierto nobunaga kyousoukyoku
2939,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc military school,action,girls und panzer compilation rd national high school sensha games
3625,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc,fantasy slice life slice lifeslice,endro
1881,high stakes game high stakes gamehigh high stakes gamehigh stakes psychological survival,action horror mystery suspense,danganronpa end hope 's peak high school hope arc
1038,pets,comedy slice life slice lifeslice,chi 's new address
206,adult cast adult castadult detective psychological,action mystery sci fi suspense,psycho pass
392,detective,adventure comedy mystery,case closed movie countdown heaven
2842,super power super powersuper,action fantasy romance,kaze stigma
870,music performing arts performing artsperforming school,drama,sound euphonium ensemble contest arc
397,music,boys love boys loveboys drama,eiga given
2814,video game video gamevideo,action adventure fantasy,close combat mage
3711,every,action supernatural,rakshasa street
3289,school,comedy ecchi,kodomo jikan second term kodomo jikan ova
1028,team sports team sportsteam,comedy sports,kuroko basket ng shuu
2690,harem,comedy drama fantasy romance,c ii da capo ii nd season
1485,racing,sports,overdrive
2660,otaku culture otaku cultureotaku school,comedy romance,haruka nogizaka 's secret
960,harem psychological,drama romance suspense,eden grisaia
1570,every,comedy fantasy,petite princess yucie
2773,every,action comedy fantasy,utawarerumono ova
1895,harem isekai school,action adventure comedy fantasy romance ecchi,familiar zero knight twin moons
2731,idols female idols female idols,comedy slice life slice lifeslice,puchim
2146,every,fantasy,touhou unofficial doujin anime summer day 's dream episode
804,school team sports team sportsteam,sports,haikyu land vs air
1751,adult cast adult castadult detective gore psychological,action mystery sci fi suspense,psycho pass
3645,combat sports combat sportscombat,sports ecchi,keijo
2454,every,action comedy sci fi,birdy mighty decode ova
502,every,action fantasy supernatural,persona movie winter rebirth
3119,every,action fantasy supernatural,rakshasa street rd season
3104,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school,comedy,channel ova
2977,love polygon love polygonlove school,drama romance,scum 's wish
779,performing arts performing artsperforming,drama,dance dance danseur
1863,parody,action comedy fantasy,senyu
200,historical mythology,action adventure drama fantasy,heaven official 's blessing special
2182,every,comedy gourmet,cardcaptor sakura leave kero theatrical version
3099,every,action adventure fantasy,one piece movie
2088,historical,action adventure,journey
3065,psychological,mystery,twin spirit detectives
2278,organized crime organized crimeorganized,action drama mystery,noir
3561,every,adventure drama fantasy sci fi,shinzo
1796,adult cast adult castadult detective mecha psychological,action sci fi,ghost shell arise border ghost pain
378,adult cast adult castadult,action adventure comedy mystery,lupin third part
2336,school,action fantasy romance sci fi,irregular magic high school visitor arc
418,every,comedy sci fi,stand doraemon
1698,every,action fantasy sci fi,irregular magic high school movie girl summons stars
391,organized crime organized crimeorganized super power super powersuper,action comedy,reborn
2640,school,comedy,letter bee academy
1522,romantic subtext romantic subtextromantic,comedy,teasing master takagi san water slide
1162,romantic subtext romantic subtextromantic school,slice life slice lifeslice,kawai complex guide manors hostel behavior ova first time
3134,every,adventure,ronja robber 's daughter
1495,adult cast adult castadult,action adventure drama suspense,golgo
2695,military,action fantasy sci fi,god eater
2027,every,comedy sci fi,galaxy angel
1152,anthropomorphic,adventure comedy drama fantasy,night storm stormy night stormy night
1367,mythology,action adventure supernatural,ushio tora
2568,mecha,action sci fi,great sky demon dragon gaiking gaiking legend daikuu maryuu
64,gore,adventure drama fantasy mystery sci fi,made abyss golden city scorching sun
2062,school strategy game strategy gamestrategy,slice life slice lifeslice,saki episode side
1180,cgd cgdct cgdctc cgdctcg cgdctcgd cgdctcgdc school,comedy slice life slice lifeslice,minamike minami family
3112,mecha super power super powersuper,action fantasy romance sci fi,aquarion
492,every,comedy romance,tonikawa moon sns
379,mahou shoujo mahou shoujomahou,action comedy drama sci fi,magical girl lyrical nanoha movie nd 's
2235,isekai medical,fantasy romance,saint 's magic power omnipotent
763,every,boys love boys loveboys,stranger shore
2264,martial arts martial artsmartial,action comedy drama fantasy romance,wife
791,anthropomorphic mythology,award winning award winningaward comedy drama fantasy,eccentric family
1076,military school,action,haifuri movie
878,every,action adventure sci fi,last exile
337,otaku culture otaku cultureotaku,comedy drama romance,bakuman
